"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,,,,,,,,,,,
0086,Vascular groups: “Film series” and “Introduction of Contrast Media” are complementary and together constitute a single examination: neither fee is therefore subject to increase in terms of Modifier 0080: Multiple examinations,,,,,,,,,,,,,,,,,
0090,"Doctor's remuneration for participation in a team: 30,00 radiology units per ½ hour or part thereof for all interventional radiological procedures, excluding any pre- or post-operative angiography, catheterisation, CT-scanning, ultrasound-scanning or x-ray procedures. (Only to be charged if radiologist is hands-on, and not for interpretation of images only)",,,,,,,,,,,,,,,,,
0091,"Diagnostic services rendered to hospital inpatients: Quote Modifier 0091 on all accounts for diagnostic services (e.g. MRI, X-rays, pathology tests) performed on patients officially admitted to hospital or day clinic (refer to Rule XX)",,,,,,,,,,,,,,,,,
0092,"Diagnostic services rendered to outpatients: Quote Modifier 0092 on all accounts for diagnostic services (e.g. MRI, X-rays, pathology tests) performed on patients NOT officially admitted to hospital or day clinic (could be within the confines of a hospital) (refer to Rule YY)",,,,,,,,,,,,,,,,,
0095,"Radiation materials: Exclusively for use where radiation materials supplied by the practice are used by clinical and radiation oncologists, modifier 0095 should be used to identify these materials. A material code list with descriptions and guideline costs for these materials, maintained and updated on a regular basis, is available from the Society of Clinical and Radiation Oncology.  This modifier is only chargeable by the practice responsible for the cost of this material and where the hospital did not charge therefore. Please note that item 0198 and item 0201 should not be used for these materials",,,,,,,,,,,,,,,,,
0096,Radio-isotope therapy patients who fail to keep their appointments: Fee will include cost of isotope,,,,,,,,,,,,,,,,,
0097,"Pathology tests performed by non-pathologists: Where items under Clinical Pathology (section 21) and Anatomical Pathology (section 22) fall within the province of other specialists or general practitioners, the fee is to be charged at two-thirds of the pathologists fee",,,,,,,,,,,,,,,,,
0099,"Stat basis tests: For tests performed on a stat basis, an additional premium of 50% of the units for the particular pathology service shall apply, with the following provisos: 
o Stat test requesting may only be done by the referring practitioner and not by the pathologist. 
o Specimens must be collected on a stat basis where applicable. 
o Test must be performed on a stat basis. 
o Documentation (or a copy thereof) relating to the request of the referring practitioner must be retained. 
o This modifier will only apply during normal working hours and will never be used in combination with item 4547: After-hours service. ",,,,,,,,,,,,,,,,,
0160,Aspiration of biopsy procedure performed under direct ultrasound control by an ultrasound aspiration biopsy transducer (Static Realtime): Fee for part examined plus 30% of the units,,,,,,,,,,,,,,,,,
0165,Use of contrast during ultrasound study: add 6.00 ultrasound units,100.4,,103.4,,103.4,,,,,,,,,,,,
5104,"Ultrasound in pregnancy, multiple gestation, add 100% per additional foetus.",,,,,,,,,,,,,,,,,
6106,"Where a magnetic resonance angiography (MRA) of large vessels is performed as primary examination, 100% of the fee is applicable. This modifier is only applicable if the series is performed by use of a recognised angiographic software package with reconstruction capability",,,,,,,,,,,,,,,,,
6107,"Where a magnetic resonance angiography (MRA) of the vessels is performed additional to an examination of a particular region, 50% of the fee is applicable for the angiography. This modifier is only applicable if the series is performed by use of a recognised angiographic software package with reconstruction capability",,,,,,,,,,,,,,,,,
6108,"Where only a gradient echo series is performed with a machine without a recognised angiographic software package with reconstruction ability, 20% of the full fee is applicable specifying that it is a “flow sensitive series”",,,,,,,,,,,,,,,,,
6300,"If a procedure lasts less than 30 minutes, only 50% of the machine fees for items 3536-3550 will be allowed (specify time of procedure on account)",,,,,,,,,,,,,,,,,
6302,"When the procedure is performed by a non-radiologist, the fee will be reduced by 40% (i.e. 60% of the fee will be charged)",,,,,,,,,,,,,,,,,
6303,"When a procedure is performed entirely by a non-radiologist in a facility owned by a radiologist, the radiologist owning the facility may charge 55% of the procedure units used. Modifier 6302 applies to the non radiologist performing the procedure",,,,,,,,,,,,,,,,,
6305,"When multiple catheterisation procedures are used (items 3557, 3559, 3560, 3562) and an angiogram investigation is performed at each level, the unit value of each such multiple procedure will be reduced by 20,00 radiological units for each procedure after the initial catheterisation. The first catheterisation is charged at 100% of the unit value",,,,,,,,,,,,,,,,,
I.,Consultative Services ( Refer to Psychiatrists consultative service guide),,,,,,,,,,,,,,,,,
I.a,General Practitioner visits,,,,,,,,,,,,,,,,,
I.b,Specialists tiered consultation structure,,,,,,,,,,,,,,,,,
I.b.1,New and established patients: Consultations/visits by psychiatrists (22) only-Refer to the Non-Contracted Psychiatrist tariff file,,,,,,,,,,,,,,,,,
I.c,General practitioner and specialist services (Refer to the Medical Practitioner Consultative service guide),,,,,,,,,,,,,,,,,
0190,New and established patient: Consultation/visit of new or established patient of an average duration and/or complexity.  Includes counselling  with the patient and/or family and co-ordination with other health care providers or liaison with third parties on behalf of the patient (for hospital consultation/visit - refer to item 0173-0175 or item 0109) - not appropriate for pre-anaesthetic assessment followed by the appropriate anaesthetics - refer to new anaesthetic structure ,,,,,,,,,,,,,,,,,
0191,New and established patient: Consultation/visit of new or established patient of a moderately above average duration and/or complexity.  Includes counselling with the patient and/or family and co-ordination with other health care providers or liaison with third parties on behalf of the patient (for hospital consultation/visit - refer to item 0173-0175 or item 0109) - not appropriate for pre-anaesthetic assessment followed by the appropriate anaesthetics - refer to new anaesthetic structure ,,,,,,,,,,,,,,,,,
