name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,email,ideal_clinic_score,source
Flagstaff Clinic,clinic,Public,EC,Flagstaff,MAIN FLAGSTAFF,-31.08006,29.49612,224,,,+27 39 252 3000,NONE,79,ndoh_detailed
Fort Beaufort Gateway Clinic,clinic,Public,EC,"Fort Beaufort, Eastern Cape",Bell street Fort Beaufort,-32.7816,26.6348,70,,,+27 46 645 1111,NONE,59,ndoh_detailed
Fort Grey Clinic,clinic,Public,EC,,Fort Grey Squatter Camp East London,-33.03703,27.80311,,,,,None,40,ndoh_detailed
Fort Malan Clinic,clinic,Public,EC,,Idutywa,-32.1507,28.5237,,,,,NONE,85,ndoh_detailed
Francis Bay Clinic,clinic,Public,EC,,90Ceelbeek Str. Sea vista 0,-34.17469,24.818,,,,,NONE,78,ndoh_detailed
Frankfort Clinic,clinic,Public,EC,,King Williams Town,-32.7203,27.4527,,,,,NONE,94,ndoh_detailed
Fransbury Clinic,clinic,Public,EC,,None,-31.9641,27.07477,,,,,None,66,ndoh_detailed
Frere Gateway Clinic,clinic,Public,EC,,Lennox Road Amalinda Amalinda,-32.99699,27.88991,,,,,NONE,54,ndoh_detailed
Friemersheim Satellite Clinic,clinic,Public,EC,,,-33.953,22.1442,,,,,,,who_mfl
Gardens Clinic,clinic,Public,EC,,Shepstone Street Queenstown,-31.89459,26.87306,,,,,NONE,89,ndoh_detailed
Gcaleka Clinic,clinic,Public,EC,,Butterworth,-32.3384,28.3194,,,,,NONE,44,ndoh_detailed
Gelvandale Clinic,clinic,Public,EC,,90 Bell Road Galvendale Galvendale,-33.91652,25.54914,,,,,gelvandaleclinicschn@mandelametro.gov.za,66,ndoh_detailed
George ARV Satellite Clinic,clinic,Public,EC,,Sandkraal Road,-33.9804,22.4723,600,,,,,,who_mfl
Gida Gateway Clinic,clinic,Public,EC,"Eastern Cape, South Africa",Cata Road Keiskammahoek,-32.6737,27.1442,122,,,,NONE,63,ndoh_detailed
Gilton Clinic,clinic,Public,EC,,Gilton location Alice,-32.6618,26.9424,,,,,NONE,68,ndoh_detailed
Ginsberg Clinic,clinic,Public,EC,,1888 Gqaliwe King Williams Town,-32.89215,27.3854,,,,,None,69,ndoh_detailed
Glenmore Clinic,clinic,Public,EC,,Glenmore Village Peddie,-33.214255,27.119061,,,,,None,89,ndoh_detailed
Gompo A Ndende Clinic,clinic,Public,EC,,Ndende Street East London,-33.0073,27.87616,,,,,NONE,46,ndoh_detailed
Gompo B Jwayi Clinic,clinic,Public,EC,,Zitumane Street Duncan Village,-33.01673,27.85791,,,,,NONE,49,ndoh_detailed
Gompo C Jabavu Clinic,clinic,Public,EC,,Jabavu Street Duncan Village East London,-33.01163,27.86386,,,,,,58,ndoh_detailed
Gonubie Clinic,clinic,Public,EC,,7th Street Gonubie,-32.94164,28.02197,,,,,NONE,39,ndoh_detailed
Goso Forest Clinic,clinic,Public,EC,,GOSO FOREST LUSIKISIKI,-31.23319,29.37326,,,,,None,73,ndoh_detailed
Govan Mbeki Clinic,clinic,Public,EC,,Govan Mbeki Clinic Zinyoka,-33.948108,25.60637,,,,,govanmbekiclinicschn@mandelametro.gov.za,71,ndoh_detailed
Gqaga Clinic,clinic,Public,EC,,28km From Ngcobo To Mthatha R61 Left Turn To Gqaga,-31.5541,28.21079,,,,,NONE,83,ndoh_detailed
Gqaqhala Clinic,clinic,Public,EC,,GQAQHALA VILLAGE TSOLO,-31.28289,28.38747,,,,,NONE,68,ndoh_detailed
Gqogqora Clinic,clinic,Public,EC,,None,-31.98052,27.88837,,,,,NONE,59,ndoh_detailed
Gqubeni Clinic,clinic,Public,EC,,None,-31.552225,29.458844,,,,,None,72,ndoh_detailed
Gqunqe Clinic,clinic,Public,EC,,GQUNQE LOCATION CENTANE KENTANE,-32.4689,28.5623,,,,,NONE,58,ndoh_detailed
Gracey Clinic,clinic,Public,EC,,Lottery Street Pearston,-32.5821,25.13342,,,,,NONE,72,ndoh_detailed
Grainvalley Clinic,clinic,Public,EC,,MANTUNZELENI NQAMAKWE,-32.2376,28.0489,,,,,NONE,55,ndoh_detailed
Greenfields Clinic,clinic,Public,EC,,Greenfields Clinic Settlers Way East London,-33.03539,27.8645,,,,,None,53,ndoh_detailed
Greenville Gateway Clinic,clinic,Public,EC,,ETYENI ADMINISTRATIVE AREA BIZANA,-30.91965,30.09988,,,,,None,72,ndoh_detailed
Greenways Family Medical Centre,clinic,,EC,Port Elizabeth,Greenways Avenue,-33.993787,25.5359377,,,,+27 41 368 3706,,,osm
Grey Gateway Clinic,clinic,Public,EC,East London,5 Lonsdale Road King Williams Town,-32.87937,27.39578,67,,,+27 43 643 3300,None,80,ndoh_detailed
Guba Clinic,clinic,Public,EC,,Vukani A Indwe,-31.53542,27.2793,,,,,NONE,64,ndoh_detailed
Gubenxa Clinic,clinic,Public,EC,,GUBENZA X1A NGCOBO,-31.71746,27.82101,,,,,NONE,59,ndoh_detailed
Gura Clinic,clinic,Public,EC,,None,-31.02666,28.84105,,,,,NONE,75,ndoh_detailed
Gustav Lamour Clinic,clinic,Public,EC,,Loerie street Resoviour hills,-33.81593,25.46387,,,,,gustaluvlamourclinic,69,ndoh_detailed
Gwabeni Clinic,clinic,Public,EC,,Gwabeni Location Peddie,-33.0961,26.962,,,,,None,48,ndoh_detailed
Gwadana Clinic,clinic,Public,EC,,Gwadana Location Idutywa,-32.215,28.2907,,,,,NONE,64,ndoh_detailed
Gwadu Clinic,clinic,Public,EC,,Lowwer Gwadu Location Willowvale,-32.2201,28.6681,,,,,NONE,76,ndoh_detailed
Gwatyu Clinic,clinic,Public,EC,,Gwatyu Clinic Queenstown,-32.01694,27.31556,,,,,NONE,53,ndoh_detailed
Gxulu Clinic,clinic,Public,EC,,Upper Gxulu Upper Gxulu Keiskammahoek,-32.646098,27.111991,,,,,NONE,64,ndoh_detailed
Gxwederha Clinic,clinic,Public,EC,,Jami Location Alice,-32.8416,26.78648,,,,,NONE,88,ndoh_detailed
Hackney Clinic,clinic,Public,EC,,Hackney Clinic Hackney Village Whittlesea,-32.31443,26.64518,,,,,NONE,86,ndoh_detailed
Hamburg Clinic,clinic,Public,EC,"Hamburg, Amathole District",Hamburg near Theasea Location Hamburg,-33.2906,27.4732,,,,,None,79,ndoh_detailed
Haytor Clinic,clinic,Public,EC,,Rural Village Whittlesea,-32.29422,26.7705,,,,,NONE,83,ndoh_detailed
Healdtown Clinic,clinic,Public,EC,,Healdtown,-32.7316,26.7015,,,,,NONE,84,ndoh_detailed
Hebe-Hebe Clinic,clinic,Public,EC,,Butterworth,-32.2361,27.8303,,,,,NONE,84,ndoh_detailed
Helenvale Clinic,clinic,Public,EC,,90 Gail and Kobus road Galvendale,-33.91137,25.55133,,,,,helenvaleclinicschn@mandelametro.gov.za,80,ndoh_detailed
Herold Satellite Clinic,clinic,Public,EC,,,-33.8404,22.4439,,,,,,,who_mfl
Herschel Clinic,clinic,Public,EC,,HERCHEL STERKSPRUIT,-30.6147,27.16305,,,,,NONE,86,ndoh_detailed
High Street Clinic,clinic,Public,EC,,33 Beeren Street Cradock Cradock,-32.16841,25.61612,,,,,NONE,75,ndoh_detailed
Highview Clinic,clinic,Public,EC,,NGQUTU A/A BUTTERWORTH,-32.435,27.9472,,,,,NONE,59,ndoh_detailed
Hillside Clinic (Nkonkobe),clinic,Public,EC,,Hillside location Fort Beaufort,-32.7523,26.6398,,,,,NONE,72,ndoh_detailed
Hillside Clinic (Senqu),clinic,Public,EC,,HILLSIDE VILLAGE STERKSPRUIT,-30.56103,27.56429,,,,,None,86,ndoh_detailed
Hilton Clinic,clinic,Public,EC,,MARCOUE STREET ALIWAL NORTH,-30.69718,26.70191,,,,,None,89,ndoh_detailed
Hlabatshane Clinic,clinic,Public,EC,,HLABATSHANE A/A,-31.74491,28.85659,,,,,NONE,57,ndoh_detailed
Hlala Uphilile Clinic,clinic,Public,EC,,Sinako Township Dordrecht,-31.38104,27.03673,,,,,NONE,33,ndoh_detailed
Hlamandana Clinic,clinic,Public,EC,,LUDEKA MISSION NEXT TO METHODIST CHURCH BIZANA,-30.8176,29.7207,,,,,NONE,83,ndoh_detailed
Hlangalane Clinic,clinic,Public,EC,,RAMATEE LOC MT FLETCHER,-30.95862,28.55036,,,,,NONE,62,ndoh_detailed
Hlankomo Clinic,clinic,Public,EC,,MCAMBALALA LOCATION MOUNT FLETCHER,-30.93036,28.41911,,,,,NONE,76,ndoh_detailed
Hlomendlini Clinic,clinic,Public,EC,,HLOMENDLINI CLINIC STERKSPRUIT,-30.58585,27.26319,,,,,None,92,ndoh_detailed
Hobeni Clinic,clinic,Public,EC,"Hobeni, Amathole District Municipality, Eastern Cape",Hobeni Clinic Elliotdale,-32.184,28.8788,,,,+27 47 487 0166; +27 47 487 0167,NONE,83,ndoh_detailed
Hofmeyer Clinic,clinic,Public,EC,,32 School Street Hofmeyer,-31.65586,25.80392,,,,,NONE,76,ndoh_detailed
Horseshoe Clinic,clinic,Public,EC,,North Street Graaf Reinet,-32.24805,24.5342,,,,,NONE,84,ndoh_detailed
Horton Clinic,clinic,Public,EC,,Horton Location Peddie,-33.1123,27.0216,,,,,None,65,ndoh_detailed
Hukuwa Clinic,clinic,Public,EC,,Hukuwa Village Whittlesea,-32.15547,26.64697,,,,,NONE,95,ndoh_detailed
Humansdorp Clinic,clinic,Public,EC,,Corner Park and kobese Street Humansdorp,-34.03224,24.76844,80,,,,NONE,56,ndoh_detailed
Ibika Clinic,clinic,Public,EC,,Ibika,-32.3017,28.2135,,,,,NONE,77,ndoh_detailed
Idutywa Nqabara Clinic,clinic,Public,EC,,Dutywa Nqabara,-32.1011,28.4544,,,,,NONE,61,ndoh_detailed
Ikamvelihle Clinic,clinic,Public,EC,,Corner Jwaga Enkwenkwezi Stret Motherwell,-33.79326,25.61303,,,,,ikamvelihleclinicshn@mandelametro.gov.za,75,ndoh_detailed
Ilinge Clinic,clinic,Public,EC,,Baliso Street Iline Township,-31.97734,27.04016,,,,,NONE,60,ndoh_detailed
Ilita Clinic,clinic,Public,EC,,Ilita Township Ilitha,-32.88995,27.53383,,,,,None,43,ndoh_detailed
Imidange Clinic,clinic,Public,EC,,Imidanga Village King Williams Town,-32.77972,27.48686,,,,,None,78,ndoh_detailed
Imizamo Yetho Clinic,clinic,Public,EC,,Tierstreet  Ramaphosa Village Patensie,-33.74304,24.79744,,,,,amanda@igen.co.za,83,ndoh_detailed
Imizizi Clinic,clinic,Public,EC,,IMIZIZI A/A REDOUBT REDOUBT,-30.9049,29.9695,,,,,NONE,77,ndoh_detailed
Isikelo Clinic,clinic,Public,EC,,ISIKELO CLINIC MBOBENI A/A BIZANA BIZANA,-30.7867,29.7679,,,,,NONE,81,ndoh_detailed
Isikhoba Clinic,clinic,Public,EC,"Cofimvaba,Eastern Cape",Khuze Location Area,-32.00982,27.58224,140,,,+27 47 874 8000,NONE,72,ndoh_detailed
Isilimela Gateway Clinic,clinic,Public,EC,"Port St Johns, Eastern Cape",PORT ST JOHNS,-31.73418,29.35891,110,,,,NONE,69,ndoh_detailed
Isilindini Clinic,clinic,Public,EC,,Zingcuka Location Mt.Fletcher,-30.6191,28.578,,,,,NONE,62,ndoh_detailed
Isolomzi Clinic,clinic,Public,EC,,3 Zimasa Street Kwanobuhle,-33.82568,25.37535,,,,,NONE,86,ndoh_detailed
Jafta Clinic,clinic,Public,EC,,Kwelerhana Village King Williams Town,-32.79883,27.31083,,,,,None,63,ndoh_detailed
Jaji Clinic,clinic,Public,EC,,Siginqini Location Peddie,-33.3457,27.1192,,,,,None,70,ndoh_detailed
Jalamba Clinic,clinic,Public,EC,,TAFALEHEHE LOC ELLIOTDALE,-32.01693,28.73915,,,,,None,69,ndoh_detailed
Jama Clinic,clinic,Public,EC,,Mpekweni Location Peddie,-33.3773,27.0935,,,,,None,57,ndoh_detailed
Jamestown Clinic,clinic,Public,EC,Jamestown,467 Msopomvu Street Jamestown,-31.08579,26.84359,10,,,,NONE,35,ndoh_detailed
Jingqi Clinic,clinic,Public,EC,,n/a Idutywa,-32.3328,28.6577,,,,,NONE,87,ndoh_detailed
Joe Slovo Clinic,clinic,Public,EC,,Andiswaa and Mzwandile street Despatch,-33.82507,25.50272,,,,,None,66,ndoh_detailed
John Dube Clinic,clinic,Public,EC,,35616 PHASE 1 SCENERY PARK AMALINDA,-32.99136,27.81639,,,,,None,25,ndoh_detailed
Joza Clinic,clinic,Public,EC,,Nompondo Joza Grahamstown,-33.29171,26.56033,,,,,NONE,65,ndoh_detailed
KTC Clinic,clinic,Public,EC,,MAIN STREET,-31.25,29.52,,,,,None,73,ndoh_detailed
Kalankomo Clinic,clinic,Public,EC,,KALANKOMO LOCATION QUMBU,-30.94361,28.71078,,,,,NONE,67,ndoh_detailed
Kamastone Clinic,clinic,Public,EC,,Kamastone Village,-32.06949,26.64874,,,,,NONE,88,ndoh_detailed
Kambi Clinic,clinic,Public,EC,,KAMBI A/A MTHATHA,-31.49292,28.66171,,,,,NONE,61,ndoh_detailed
Kanyayo (Bizana) Clinic,clinic,Public,EC,,KANYAYO LOCATION 30KM FROM BIZANA TO KOKSTAD BIZAN,-31.0793,29.8007,,,,,NONE,74,ndoh_detailed
Karatara Satellite Clinic,clinic,Public,EC,,"Kerk Street, Karatara",-33.9149,22.8388,,,,,,,who_mfl
Kareedouw Clinic,clinic,Public,EC,,90 Vyge and kananc street Uitkyk,-33.95242,24.30601,,,,,NONE,84,ndoh_detailed
Kati-Kati Clinic,clinic,Public,EC,,940 Avonve C Cathcart,-32.2884,27.1559,,,,,NONE,90,ndoh_detailed
Katkop Clinic,clinic,Public,EC,,"Elalini Village, Mt Fletcher",-30.89787,28.54934,,,,,NONE,61,ndoh_detailed
Kenton-On-Sea Clinic,clinic,Public,EC,,Hoyi Street Kenton on Sea,-33.67626,26.66627,,,,,NONE,83,ndoh_detailed
Keti Clinic,clinic,Public,EC,,Kotyana Location,-32.09471,28.311178,,,,,NONE,75,ndoh_detailed
Keurhoek Clinic,clinic,Public,EC,,,-33.9452,22.9358,,,,,,,who_mfl
Khanya Clinic,clinic,Public,EC,,,-33.8653,25.575,,,,,,,who_mfl
Khanyayo (Holy Cross) Clinic,clinic,Public,EC,,NKAMBATHI ROAD LUSIKISIKI,-31.19388,29.84544,,,,,NONE,83,ndoh_detailed
Khayamnandi Clinic,clinic,Public,EC,,"Paka Street, Steynsburg",-31.28198,25.81229,,,,,motsoikha@webmail.com,50,ndoh_detailed
Khuze Clinic,clinic,Public,EC,,Khuze Location Area Tsomo,-32.2134,27.6283,,,,,NONE,87,ndoh_detailed
King's PC Clinic,clinic,,EC,Wolmaransstad,Da Gama Road,-34.049986,24.9231827,,,,+27185961355,,,osm
Kirkwood Care Centre,clinic,,EC,,1 Sonop Street,,,,,,,,,dsfsi_vacc
Kirkwood Clinic,clinic,Public,EC,,25 Middle street Kirkwood,-33.40066,25.44287,,,,,erikada@srvm.gov.za,24,ndoh_detailed
Klaarstroom Satellite Clinic,clinic,Public,EC,,Bloekam Street,-33.3309,22.5356,,,,,,,who_mfl
Kleinbulhoek Clinic,clinic,Public,EC,,Pelandaba Village Ntabethemba Kleinhoek ClinicPhel,-32.09999,26.56021,,,,,NONE,69,ndoh_detailed
Klinicare Kings Court Pharmacy,clinic,,EC,,Kings Court Walmer Heights Buffelsfontein Road,,,,,,,,,dsfsi_vacc
Klinicare Uitenhage Pharmacy,clinic,,EC,,114 Caledon Street,,,,,,,,,dsfsi_vacc
Klinimed Pharmacy,clinic,,EC,Benoni,"32 Newton St, Newton Park, Gqeberha",,,,,,,,,dsfsi_vacc
Klinipharm Pharmacy,clinic,,EC,,"Westway Medical Centre, 349 Cape Road, Newton Park",,,,,,,,,dsfsi_vacc
Kohlo Clinic,clinic,Public,EC,,LUDALASI A/A PORT ST JOHNS,-31.5701,29.40748,,,,,NONE,70,ndoh_detailed
Kolomana Clinic,clinic,Public,EC,,Seymour,-32.4255,26.7888,,,,,NONE,63,ndoh_detailed
Komga Clinic,clinic,Public,EC,,"8 Victoria Road,",-32.590115,27.886223,15,,,,None,86,ndoh_detailed
Komga Rural Clinic,clinic,Public,EC,,,-32.663,27.8925,,,,,,,who_mfl
Kotana Clinic,clinic,Public,EC,,Nqamakwa,-32.1488,28.1465,,,,,NONE,70,ndoh_detailed
Kotyana Clinic,clinic,Public,EC,,Kotyana Location Elliotdale,-32.0433,28.9994,,,,,NONE,48,ndoh_detailed
Krakeel Clinic,clinic,Public,EC,,School Str. Kareel,-33.81431,23.72769,,,,,NONE,82,ndoh_detailed
Kroonvale Clinic,clinic,Public,EC,,Mossie and Arcadia street Graaff Reinet,-32.23925,24.54027,,,,,None,59,ndoh_detailed
Kruisfontein Clinic,clinic,Public,EC,,Jacobs Str. Arcadia Humansdorp,-34.02242,24.74633,,,,,NONE,61,ndoh_detailed
Kruisrivier Clinic,clinic,Public,EC,,,-33.7668,25.3484,,,,,,,who_mfl
Kubusi Clinic,clinic,Public,EC,,Kubusi village Stutterheim,-32.5943,27.4128,,,,,NONE,66,ndoh_detailed
Kungisizwe Clinic,clinic,Public,EC,,UPPER NGXAXA LOCATION MACLEAR,-30.82852,28.60493,,,,,NONE,67,ndoh_detailed
Kwa-Mkholoza Clinic,clinic,Public,EC,,Bojeni A/A Willowvale Willowvale,-32.3204,28.5947,,,,,NONE,91,ndoh_detailed
Kwa-Nonqubela Clinic,clinic,Public,EC,,A Street Alexandria,-33.65681,26.42042,,,,,None,64,ndoh_detailed
Kwa-Nonzwakazi Clinic,clinic,Public,EC,,Recreation Street Alicedale,-33.31736,26.0906,,,,,NONE,75,ndoh_detailed
KwaNomzamo Clinic,clinic,,EC,Humansdorp,Ketse Street,-34.035218,24.7756999,,,,,,,osm
Kwadwesi Clinic,clinic,Public,EC,Ibhayi,Arayi Street Kwadwesi,-33.848252,25.518707,,,,+27 41 485 2223,kwadwesiclinicschn@mandelametro.gov.za,70,ndoh_detailed
Kwamagxaki Clinic,clinic,Public,EC,,Mdoda Street Kwamagxaki Port Elizabeth,-33.84024,25.5335,,,,,kwamagxakiclinic@mandelametro.gov.za,65,ndoh_detailed
Kwanonzame New Clinic,clinic,Public,EC,,Masango Street 5900,-31.51665,24.99935,,,,,NONE,60,ndoh_detailed
Kwanonzame Old Clinic,clinic,Public,EC,,Mjekula Street Kwanonzame Middleburg EC,-31.51673,25.0091,,,,,NONE,71,ndoh_detailed
Kwazakhele Clinic,clinic,Public,EC,,Behle Street Port Elizabeth,-33.88099,25.59174,,,,,NONE,52,ndoh_detailed
Kwazamukucinga Clinic,clinic,Public,EC,,Bree Street,-32.25535,24.56093,,,,,None,60,ndoh_detailed
Kwazenzele Clinic,clinic,Public,EC,,Griffith Street Paterson,-33.43921,25.97433,,,,,NONE,67,ndoh_detailed
Kwelera Clinic,clinic,Public,EC,,Kwelega Clinic Brakfontein East London,-33.001809,27.898854,,,,,None,30,ndoh_detailed
LYNWARD VERSEKERINGS MAKELAARS BK,clinic,,EC,Kariega,Spencer Street,-33.7586498,25.4090013,,,,,,,osm
Lahlangubo Clinic (Ngcobo),clinic,Public,EC,,NA NGCOBO,-31.6614,27.8667,,,,,NONE,81,ndoh_detailed
Lahlangubo Clinic (Queenstown),clinic,Public,EC,,Whittlesea,-32.20132,26.69506,,,,,NONE,86,ndoh_detailed
Langeni Clinic,clinic,Public,EC,,LANGENI FOREST PRODUCT MTHATHA,-31.40866,28.54192,,,,,mfunienqadala@webmail.co.za,80,ndoh_detailed
Lanti Clinic,clinic,Public,EC,,Qamata,-31.86701,27.35892,,,,,NONE,61,ndoh_detailed
Lenye Clinic,clinic,Public,EC,,Lenye Location Keiskammahoek,-32.7497,27.0863,,,,,NONE,83,ndoh_detailed
Lesseyton Clinic,clinic,Public,EC,,Main Road Village Queenstown,-31.84244,26.77728,,,,,NONE,71,ndoh_detailed
Libode Clinic,clinic,Public,EC,Libode Village,LIBODE VILLAGE LIBODE,-31.54509,29.0167,,,,,NONE,79,ndoh_detailed
Life Queenstown Prv Hosp,clinic,,EC,,63 Ebden Road,,,,,,,,,dsfsi_vacc
Life St Dominic s Hosp,clinic,,EC,East London,45 St Marks Road,,,,,,,,,dsfsi_vacc
Life St George s Hosp,clinic,,EC,,40 Park Drive,,,,,,,,,dsfsi_vacc
Life St Mary s Hosp,clinic,,EC,,30 Durham Street,,,,,,,,,dsfsi_vacc
Likhetlane Clinic,clinic,Public,EC,,Matatiele,-30.3561,28.5272,,,,,NONE,74,ndoh_detailed
Lingelihle Clinic,clinic,Public,EC,,1 Makwemba Street Cerdock,-32.18061,25.62912,,,,,NONE,53,ndoh_detailed
Linton Grange Clinic,clinic,Public,EC,,118 Salvia Crescent Port Elizabeth,-33.94341,25.51546,,,,,"lintongrangeclinicschn@mandelametro,gov.za",71,ndoh_detailed
Lizo Ngcana Clinic,clinic,Public,EC,,Daresalam unfound location Queenstown,-31.92149,26.86329,,,,,NONE,52,ndoh_detailed
Lloyd Clinic,clinic,Public,EC,,36 Campbell Street Fort Beaufort,-32.775,26.6336,,,,,None,,ndoh_detailed
Loerie Clinic,clinic,Public,EC,,Judy Street Humansdorp,-33.8641,25.02573,,,,,NONE,50,ndoh_detailed
Lota Clinic,clinic,Public,EC,,Lota Village Idutywa,-31.8632,28.336,,,,,NONE,67,ndoh_detailed
Lotana Clinic,clinic,Public,EC,,LOTANA A/A TSOLO,-31.28266,28.91647,,,,,None,77,ndoh_detailed
Lotusville Clinic,clinic,Public,EC,,,-32.4723,24.0403,,,,,,,who_mfl
Louterwater Clinic,clinic,Public,EC,,Hillside Str. Louterwater,-33.78993,23.63105,,,,,NONE,68,ndoh_detailed
Lower Gungululu Clinic,clinic,Public,EC,,GUNGULULU MTHATHA,-31.46282,28.82191,,,,,None,78,ndoh_detailed
Lower Mncuncuzo Clinic,clinic,Public,EC,,None,-31.90824,27.59774,,,,,NONE,66,ndoh_detailed
Lower Regu Clinic,clinic,Public,EC,,Lower Regu Location Middledrift,-32.8182,26.9525,,,,,NONE,55,ndoh_detailed
Lower Seplan Clinic,clinic,Public,EC,,Cofimvaba,-31.71269,27.44324,,,,,NONE,62,ndoh_detailed
Lower Tsitsana Clinic,clinic,Public,EC,,LOWER TSITSANA MISSION MACLEAR,-30.52531,28.20789,,,,,NONE,74,ndoh_detailed
Lower Zingcuka Clinic,clinic,Public,EC,,Private Bag Keiskammahoek,-32.7188,27.0994,,,,,NONE,87,ndoh_detailed
Lubaleko Clinic,clinic,Public,EC,,Lubaleko Loction,-30.6972,29.3694,,,,,NONE,73,ndoh_detailed
Lubisi Clinic,clinic,Public,EC,,n/a Southyville,-31.79899,27.46015,,,,,NONE,62,ndoh_detailed
Lucy's Gateway Clinic,clinic,Public,EC,"Tsolo,Eastern Cape",ST CUTHBERTS MISSION ST CUTHBERTS,-31.30044,28.63081,40,,,,None,71,ndoh_detailed
Ludalasi Clinic,clinic,Public,EC,,LUDALASI A/A 5120,-31.63024,29.32684,,,,,NONE,62,ndoh_detailed
Lugangeni Clinic,clinic,Public,EC,,Mt. Frere,-30.8269,28.9351,,,,,NONE,75,ndoh_detailed
Lujizweni Clinic,clinic,Public,EC,,"FROM NGQELENI TOWN TRAVEL MTHATHA MOUTH, TURN LEF",-31.76992,29.01789,,,,,NONE,71,ndoh_detailed
Lukhanyiso Clinic,clinic,Public,EC,,Duka Street  Addo Addo,-33.52238,25.71037,,,,,NONE,31,ndoh_detailed
Lukhanyo Clinic,clinic,Public,EC,,Sibra Mkhonto Street Kyamnadi,-33.81715,25.45554,,,,,gustavlamourclinicschn@nelsonmandelometro.gov.za,66,ndoh_detailed
Lulama Kama Clinic,clinic,Public,EC,,Mbewu Street Mpolweni,-32.7686,26.655,,,,,NONE,62,ndoh_detailed
Lunga Kobese Clinic,clinic,Public,EC,,Single Mens Quaters Port Elizabeth,-33.88577,25.58083,,,,,lungakobeseclinic@mandelametro.gov.za,56,ndoh_detailed
Lusikisiki Village Clinic (Qaukeni),clinic,Public,EC,,MAIN STREET LUSIKISIKI,-31.37419,29.57232,,,,,NONE,61,ndoh_detailed
Luthuli Clinic,clinic,Public,EC,,Tsomo,-32.11951,27.73905,,,,,NONE,63,ndoh_detailed
Lutshaya Clinic,clinic,Public,EC,,MBOZISENI LUTSHAYA A/A LIBODE,-31.3227,29.36059,,,,,NONE,83,ndoh_detailed
Lutubeni Clinic,clinic,Public,EC,,LTUBENI LOCATION MQANDULU,-31.9256,28.88256,,,,,NONE,60,ndoh_detailed
Luyengweni Clinic,clinic,Public,EC,,Mount Frere,-30.6539,28.7661,,,,,NONE,94,ndoh_detailed
Luyolo NU 9 Clinic,clinic,Public,EC,,N.U.9 Mdantsane,-32.92579,27.73391,,,,,None,53,ndoh_detailed
Lwandile Clinic,clinic,Public,EC,,FROM NGQELENI TOWN TRAVEL MTHATHA MOUTH TURN LEFT,-31.86719,29.20882,,,,,None,61,ndoh_detailed
Mabandla Clinic,clinic,Public,EC,,7 Bantam Street Kwanobuhle,-33.80966,25.37862,,,,,mabandlaclinicpharmacy@nelsonmandelametro.gov.za,89,ndoh_detailed
Macacuma Clinic,clinic,Public,EC,,MACACUMA CLINIC STERKSPRUIT,-30.45737,27.35307,,,,,None,70,ndoh_detailed
Machibini Clinic (Kwabhaca),clinic,Public,EC,,Maxhigwimi location,-30.7265,28.7262,,,,,NONE,75,ndoh_detailed
Machibini Clinic (Queenstown),clinic,Public,EC,,unknouwn Queenstown,-31.9205,27.02445,,,,,NONE,59,ndoh_detailed
Machubeni Clinic,clinic,Public,EC,,Gxoseni Village Lady Frere,-31.55986,27.18931,,,,,None,72,ndoh_detailed
Macibe Clinic,clinic,Public,EC,,GILBERT STREET CENTANE,-32.5094,28.3203,,,,,NONE,88,ndoh_detailed
Mackay's Nek Satellite Clinic,clinic,Public,EC,,,-31.765,27.1144,,,,,,,who_mfl
Maclear Clinic,clinic,Public,EC,Nqanqarhu,RUGBY STREET MACLEAR,-31.06883,28.35158,38,,,,NONE,71,ndoh_detailed
Madlangala Clinic,clinic,Public,EC,,Matatiele,-30.106,28.3528,,,,,NONE,69,ndoh_detailed
Magadla Clinic,clinic,Public,EC,,Maluti Township,-30.3382,28.6818,,,,,NONE,67,ndoh_detailed
Magwa Clinic,clinic,Public,EC,,MAGWA CLINIC LUSISIKISIKI,-31.4186,29.67125,,,,,None,54,ndoh_detailed
Magwala Clinic,clinic,Public,EC,,Magwala Location Magwala Location,-32.0069,27.54975,,,,,NONE,66,ndoh_detailed
Mahasana Clinic,clinic,Public,EC,,n/a Idutywa,-32.309824,28.769902,,,,,NONE,89,ndoh_detailed
Mahlubini Clinic,clinic,Public,EC,,None,-32.0226,27.61033,,,,,NONE,38,ndoh_detailed
Mahlungulu Clinic (KSD),clinic,Public,EC,,NGUBECHANTI LOCATION MQANDULI,-31.57268,28.49288,,,,,NONE,60,ndoh_detailed
Mahlungulu Clinic (Mhlontlo),clinic,Public,EC,,MAHLUNGULU A/A QUMBU,-31.05687,28.80237,,,,,NONE,69,ndoh_detailed
Majola Clinic,clinic,Public,EC,,MAJOLA LOCATION PORT ST JOHNS,-31.4977,29.31876,,,,,NONE,75,ndoh_detailed
Makwantini Clinic,clinic,Public,EC,,AMADIBA A/A BIZANA,-31.1057,29.9902,,,,,NONE,76,ndoh_detailed
Malabar Satellite Clinic,clinic,Public,EC,,,-33.9213,25.5327,,,,,,,who_mfl
Malangeni Clinic,clinic,Public,EC,,LUSIKISIKI LUSIKISIKI,-31.30193,29.70136,,,,,None,0,ndoh_detailed
Maletswai Clinic,clinic,Public,EC,,Broadway Street Aliwal Nort,-30.69228,26.6849,,,,,NONE,72,ndoh_detailed
